,score,group,uuid
56,48.0,1,31fc2099-a4ab-4f33-97f1-a0783d846e21
57,48.0,1,32808d08-6b61-4267-9d21-a2a8ad67bec3
58,48.0,1,336b4e3e-2c2b-4cc3-b01b-a33b67721e76
67,48.0,0,3b072b6c-3cd9-48a6-bc9b-8f3c17243d46
70,48.0,0,3eedda8c-fb2e-4086-aa47-20593e1e99d4
71,48.0,0,4036e9b7-5dc5-4d21-b7bc-c566aaff1d87
72,48.0,0,406528f4-9195-4c80-bb1f-dc0f650d2b45
65,48.0,3,38bcd2d2-7e87-4e5b-b224-64084a0495b2
77,48.0,0,44276840-7ab4-4e05-b290-428b9ea27109
78,48.0,0,45fa3bf5-b22c-4ddd-9645-5fccc6ae56b3
162,48.0,2,918cbb18-b558-47d2-a9a0-ca3c1beb64d7
61,48.0,1,3478ecf8-2710-4f5e-ab15-1e4e3c8947c8
79,48.0,0,477e1959-ff34-4996-bdd9-6cf1b8c3eee6
80,48.0,0,4a0e2d53-ca76-4a2b-923a-07d2d91a3820
82,48.0,0,4a6d00a0-d8f6-4981-be9d-afa79da90191
66,48.0,1,3a20a3d8-c9a7-4063-b979-66a16e9c4858
83,48.0,0,4a8c603f-676e-43ae-81f4-e275fecc4e52
84,48.0,0,4b354247-4b5a-4483-9b26-6eac9f1e02d3
85,48.0,0,4c3f851e-83d5-4ba8-a9dd-d4d7e7414aa3
86,48.0,0,4cd02a58-4410-4cf0-bd5b-8035808c6008
87,48.0,0,50a7bbda-231e-4390-8f5f-d1d0c7f38c8d
88,48.0,0,50af5f1b-5d11-448a-b32a-858ed2bed0a4
89,48.0,0,50e3a2f7-6395-4a77-8c66-2a2369b32a8a
68,48.0,1,3c6dd5fb-e9ab-4832-9d78-9e123b7d7b38
90,48.0,0,5140441d-4a66-4b3f-a3ca-910998093f40
183,48.0,2,a09b2dae-e247-41d2-b61e-055c8cac746b
91,48.0,0,514e5fe4-ebd4-45a9-b558-7a31548f5aa6
69,48.0,1,3cadbf45-3dc7-402d-8404-87340ba88ab8
92,48.0,0,53735bce-8ac0-440e-90a4-8ef8c5820e0a
94,48.0,0,55da638e-9401-4b4b-82af-ed3a5c593118
96,48.0,0,578e6830-70af-4ee0-900d-f169b30c3727
98,48.0,0,591247fd-e2ed-4c08-874e-b816e95e5d21
100,48.0,0,5beac200-f1ca-48fd-9252-6a35a771c661
101,48.0,0,5e787b86-6387-46e8-9e67-baab1e7d9b8b
73,48.0,1,413543e2-462f-49d9-b62c-2c058d908780
245,48.0,2,d4709d80-4b0b-4901-bdc7-5f19dab11837
103,48.0,0,6040071b-d55b-4f17-80f9-8cbea6f802ae
74,48.0,1,4171dce1-6877-4326-bf1f-38dd1db1d158
76,48.0,1,43e445fc-3df2-4ff0-b576-12f640a3d451
81,48.0,1,4a1ebb65-92f0-4c8d-9c63-ed2374be0d17
93,48.0,1,55a50b9c-6177-43d0-8ccb-828613e6214c
105,48.0,0,61781ebd-1315-4fd3-b651-2a5ddae1bc09
106,48.0,0,63b08525-0a20-44e0-b342-30fb921fe176
95,48.0,1,561dc7d5-279e-4907-8bd6-78849d12cb2e
107,48.0,0,67428fc3-e906-4218-a2a6-9d8ffae73c25
97,48.0,1,57e73a44-403b-4e65-b1e6-385583dbed54
102,48.0,1,5f0bb08e-9d38-4168-8e7a-9ba13cc28427
104,48.0,1,606b18e1-ac8d-431e-b914-6af820a8fc61
112,48.0,1,692f1910-8525-44d9-878f-1bcc05205ddb
108,48.0,0,67bbe4d0-95e8-4e4d-ab51-66e56834f86e
109,48.0,0,68033610-9232-4955-965b-d5abb219ef31
116,48.0,1,6da9d7b3-3049-45da-9b27-8934f9d123cb
123,48.0,1,70c1b313-fbb5-4457-aafa-7f377971afbb
129,48.0,1,79a2d2d9-4933-4714-9599-101c9c035b66
130,48.0,1,79b02f84-ea9f-45f3-901c-c4b1fac9cb47
110,48.0,0,683340d3-70c3-4417-a5ae-b88191efec0e
111,48.0,0,68573866-768d-41b1-a233-59e0e223e431
113,48.0,0,696a7af1-ab2b-4866-bb9b-19aee89ad090
131,48.0,1,7a38c614-087f-4325-9df0-9ba0ebf20e10
114,48.0,0,69ea17a0-77b2-4ba1-8447-2aa160181db6
133,48.0,1,7b8809a2-1e2b-4c5e-9b2f-5ffbd564e299
136,48.0,1,7d8449de-ef1f-4b41-b465-f65657ea4dfe
99,48.0,3,5ba0786d-29da-40f9-8906-d7ff579710c0
115,48.0,0,6d428e18-fdf2-4ffb-addb-f6309e623435
137,48.0,1,7f2645d9-7b1a-40c0-bb13-e1e5289c3c5e
117,48.0,0,6daa1853-6120-4387-862b-50668cf3d385
143,48.0,1,843e393e-78a5-450f-bc86-1caf702684af
118,48.0,0,6dbd25b1-76f0-4a2f-a5c7-86d6fef52c9a
119,48.0,0,6e2a687d-76b3-448b-9bd4-0f0f313bb3bb
120,48.0,0,6e2c343b-9766-4097-a588-fafb253ae50f
121,48.0,0,6f2b14e0-8b04-44c5-881a-c9f3a73f5a84
122,48.0,0,6fc1de2c-4871-48c8-801c-c536a684f0c3
124,48.0,0,76c39314-5200-49f2-8868-a7c494929a9a
147,48.0,1,8635b926-8609-433a-a96a-4033a9f264fe
126,48.0,0,779ebf96-83fc-4ba5-aa78-cb949abcedfb
127,48.0,0,78507334-b7fa-4ae0-9114-daf0874e8b88
128,48.0,0,7934f8dc-528c-4f8f-902c-621b26b2f48f
134,48.0,0,7c146978-154e-46b9-b907-d5bd6659606a
135,48.0,0,7ced364b-60c7-4dbc-bccd-172136cb4f44
148,48.0,1,86f1a362-af80-40f6-bfa3-70cf23767b3b
153,48.0,1,8a5ee1b2-45bf-4c9a-aaa7-e03b36098a66
138,48.0,0,80a922a4-b957-4e2f-a1d1-b0292915bec7
155,48.0,1,8b7326d8-2a9a-40dd-8c0b-61e341f0bf8f
157,48.0,1,8dcc0f7f-8a52-4942-a43e-02f03984cd77
139,48.0,0,81322988-6f0e-4156-8a5c-24d69fefa9c8
140,48.0,0,817963ff-48c6-4307-b497-e82500469eb0
141,48.0,0,8243b2cd-c980-4042-a7a4-4d9bd9aca174
142,48.0,0,83933d93-1d57-428a-b697-44e6f62c5307
152,48.0,3,89b0765b-73c9-4b81-bc31-506c98eb94f5
158,48.0,1,8e28988a-84b0-4591-b065-c069d385c187
144,48.0,0,8441c25c-9fb4-4808-8a4b-1bdda1ddcef4
145,48.0,0,84d83de2-4cfb-4318-8ed7-ed2641af5586
168,48.0,3,9660bac2-9eca-4883-af51-d86cd0db2ca9
160,48.0,1,903c5452-92a4-437e-b3d3-5b1b38ce37f9
146,48.0,0,860c76e8-b49e-43d5-b2a0-5e626eb0757e
273,48.0,2,f2acf660-89be-49ae-951e-e03580e92f54
149,48.0,0,8720cf26-4e71-40a6-a1f4-e282c8d0e01d
150,48.0,0,896d3df9-0054-464f-9d5a-ea52e7b958ae
151,48.0,0,898d5abd-2793-4d72-b56f-1413bd05689e
164,48.0,1,91b368fa-4996-4d30-89f6-c82d3cb228c7
154,48.0,0,8a8c08af-4e91-41cd-bb01-730191efe8a2
156,48.0,0,8b914699-65f5-48d1-8ad4-4bb9488cb8c7
170,48.0,1,989dc4c9-70c8-401d-a383-0a9f904280b0
174,48.0,1,9c2af341-f569-4722-b29e-78c6e9265073
289,48.0,2,feb8b0cb-0f63-4a38-b57a-23693b175843
177,48.0,1,9eeaf6f0-0811-4d8e-8d75-309c6fbcf3d8
190,48.0,1,a5c440b0-4794-4f42-97e5-879824f4a44a
159,48.0,0,8f6eae0f-6638-43c6-be1b-b76a1e403d11
161,48.0,0,904d2759-d393-46ac-96e8-a63c27bf51a4
192,48.0,1,a6fa8307-8008-4491-a62c-a6a61e224e18
193,48.0,1,a74fff67-f120-41d5-ae67-eb6249ed7920
194,48.0,1,a79d3a39-8a7b-41ed-b737-9499b5bcef7b
188,48.0,3,a206420b-f03f-42e1-8574-a0b18fedca9c
196,48.0,1,ad9e8e07-d109-43c6-a307-248a6ec04b7f
163,48.0,0,91a57cc4-f7fa-460c-bebd-ec735f2084e9
198,48.0,1,af3b079e-7932-4bef-8c96-6e18bdf45c15
203,48.0,1,b33d30b6-8127-472f-ba8c-4be4785912a6
165,48.0,0,9213beef-62d1-44fc-88f8-ef0c70fcf9b7
166,48.0,0,944eaa34-ddcc-4149-9774-3fa2c567f43d
167,48.0,0,95037c37-8b42-476c-91be-851fc2f6651b
169,48.0,0,967868db-4a61-4c89-85f1-893de175a34e
171,48.0,0,9a997f10-9910-427c-8499-242efd1ce089
206,48.0,1,b3f120a0-5671-4129-9df1-61a087aebeda
172,48.0,0,9b418d99-24f7-4019-8418-97067b3b09dd
201,48.0,3,b1b157bf-3504-4bf8-8597-634b1f1755da
209,48.0,1,b6534c03-8c99-461e-9c72-cf433e1e34fb
210,48.0,1,b6864502-b434-4f10-934c-f6bcd7a61769
173,48.0,0,9bb5650e-d6c8-4ce1-acf0-5173acf41d71
211,48.0,1,b6dc5360-f6fd-43db-a505-5ae777f017cb
213,48.0,1,b9036769-7dec-47c0-9906-28d8981e5c8c
320,47.0,2,1a4608c9-a6d3-49ad-bdf8-68ba650868dd
214,48.0,1,b97e5df4-30ff-4892-8636-ec654891f6e9
215,48.0,1,ba30ba04-b300-4f33-bc68-d76f8f939c7c
246,48.0,3,d4f60533-4193-49d0-aa26-2443717c7acd
335,47.0,2,26da6e0d-216f-4c3b-a447-3737ea932998
219,48.0,1,bd6ad624-83c3-4f4d-809d-e85d2a4c7a38
